TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100,TEMP2,PRESS
20120422 7:00,0.568491427,5.764580528,0.066148825,5.764960046,8.040343513,0.093141078,8.040882978,19,96.4
20120422 8:00,0.625705402,4.55926267,-0.34833019,4.572549619,7.061286957,-0.465426253,7.07660901,16.1,96.5
20120422 9:00,0.511367313,3.791894801,-0.624649532,3.843000549,6.856189934,-0.867765939,6.910886929,15.7,96.5
20120422 10:00,0.353644729,3.438401136,-1.078022236,3.603433684,6.851682307,-1.656037843,7.048972392,15.5,96.6
20120422 11:00,0.6438302,3.645147161,-1.491340244,3.938425262,7.221307711,-2.398654179,7.609259289,13.1,96.7
20120422 12:00,0.559433521,3.900809065,-1.832675903,4.309873818,7.530530914,-2.963641824,8.092717016,13.1,96.7
20120422 13:00,0.556000863,4.208826248,-2.009729263,4.664035816,7.771688951,-3.25683617,8.426513573,13.2,96.7
20120422 14:00,0.892293591,5.014791803,-1.608021311,5.266295602,8.846307197,-2.520640148,9.198411699,11.4,96.7
20120422 15:00,0.97766076,5.732097326,-1.338668002,5.886337722,9.593671732,-1.957079239,9.791256122,11.5,96.7
20120422 16:00,0.999335035,6.295776413,-1.472764154,6.465743182,10.04668823,-2.166809501,10.27769468,11.3,96.7
20120422 17:00,0.988560799,7.461732274,-1.229533472,7.562354203,11.45667392,-1.73807519,11.58776435,10.2,96.6
20120422 18:00,0.962186837,7.3161311,-0.874846248,7.368251504,11.22633418,-1.188068278,11.289025,10.5,96.6
20120422 19:00,0.99165199,6.841112045,-0.85046513,6.893772911,10.64890718,-1.018286638,10.6974825,10.6,96.6
20120422 20:00,0.998400489,6.811686086,-0.637420595,6.841445195,10.45327618,-0.829957423,10.48617243,10.5,96.6
20120422 21:00,0.990331045,6.921364661,-0.525964053,6.94132026,10.83056454,-0.629500948,10.84884325,10.7,96.6
20120422 22:00,0.995704684,7.587843527,-0.494036398,7.60390961,11.38049502,-0.394802797,11.38734105,10.5,96.6
20120422 23:00,0.992604507,7.543513511,0.337243642,7.55104823,11.86371262,0.628880625,11.88036902,11.9,96.7
20120423 0:00,0.914875454,8.022354119,1.127888484,8.101252868,11.26690283,1.596207956,11.37941032,11.4,96.7
20120423 1:00,0.884655476,8.172457151,2.256441335,8.478241762,11.14796969,3.17511178,11.59131412,11.2,96.7
20120423 2:00,0.877987851,7.864648365,1.931702789,8.098405372,10.67988924,2.758401308,11.03035865,12.6,96.6
20120423 3:00,0.883756874,8.069686296,2.393371708,8.417129264,10.87585892,3.319748623,11.37123732,12,96.7
20120423 4:00,0.888744114,8.330643663,2.517739661,8.702794772,11.27466346,3.501131042,11.80575939,12,96.7
20120423 5:00,0.883828762,8.583036793,3.087445388,9.121449425,11.85258678,4.527661717,12.68792868,10.5,96.6
20120423 6:00,0.879731138,8.094875231,3.206788374,8.706922343,11.12612593,4.681680409,12.07099042,11.6,96.7
20120423 7:00,0.885374358,6.925604865,3.408415207,7.718892212,9.705657813,4.957663142,10.89854199,11.8,96.7
20120423 8:00,0.932119622,6.0354279,3.798478334,7.131257083,8.742660312,5.691792847,10.43219129,10,96.8
20120423 9:00,0.638914849,5.0112458,4.117563791,6.485901328,7.397709169,6.325849494,9.733574511,9.5,96.9
20120423 10:00,0.662377341,4.044494472,3.948599248,5.652377513,5.829327627,6.038139449,8.392865339,8.8,97
20120423 11:00,0.333884476,3.462630072,3.149001244,4.680386292,5.232681087,5.347791707,7.48196682,6.8,97
20120423 12:00,0.280768125,3.392604832,2.622635865,4.28812155,4.987406934,4.439315969,6.676956957,6.6,97.1
20120423 13:00,0.363628195,3.369934791,2.445505749,4.163767388,4.924996208,4.105478499,6.411750257,6.4,97.1
20120423 14:00,0.51121455,3.153309949,1.895899894,3.679374953,5.11597303,3.794313832,6.369458179,4.6,97.1
20120423 15:00,0.558975235,2.860614524,1.794772416,3.377028794,5.071037307,3.942077958,6.423036509,4.5,97.1
20120423 16:00,0.793402466,2.919052853,1.885221837,3.474900133,5.210837333,4.143005897,6.657125774,4.3,97.1
20120423 17:00,0.794238165,3.014770806,2.23382898,3.752177358,5.29571592,4.729371476,7.100109976,4,97.1
20120423 18:00,0.598423853,3.073209136,2.319253432,3.850136475,5.413048085,4.862281007,7.276184863,4.1,97.1
20120423 19:00,0.551364078,3.015778364,2.599395388,3.981428829,5.243915018,5.349355349,7.490944357,4.2,97.1
20120423 20:00,0.616288056,2.88932991,2.801022222,4.024171072,4.93373371,5.762156717,7.585787919,5.3,97.1
20120423 21:00,0.472385967,2.653561477,3.010186508,4.012805917,4.475638982,6.081139592,7.550602826,6,97.2
20120423 22:00,0.401108875,2.567919098,3.292212827,4.175269307,3.824071003,5.91773905,7.045789843,6.2,97.2
20120423 23:00,0.350364832,2.879758114,4.827968616,5.621591212,3.729830807,6.582286707,7.565588949,8,97.3
20120424 0:00,0.272141548,3.125098342,6.322268422,7.052468904,4.230988936,8.586093347,9.571952066,7.6,97.3
20120424 1:00,0.446551166,3.847087716,5.504734336,6.715815959,5.066030363,7.420511472,8.984912584,7.7,97.3
20120424 2:00,0.715916035,4.287270475,5.965453939,7.3462459,5.613227842,8.00781358,9.779233361,9.2,97.4
20120424 3:00,0.752174616,4.29156727,5.622448758,7.073152032,5.659066374,7.532481739,9.421428415,8.4,97.4
20120424 4:00,0.720525862,4.464393907,5.286202299,6.91915802,5.815490366,7.140224612,9.208840084,8.2,97.4
20120424 5:00,0.760909026,4.402329092,5.020359203,6.677163167,5.798873898,6.912672135,9.022858445,10,97.4
20120424 6:00,0.741714892,4.13210844,5.786911012,7.110742522,5.559367567,7.957968751,9.707514326,10.4,97.4
20120424 7:00,0.688913051,2.781005175,6.227354447,6.820112403,3.793438109,8.780047224,9.564486497,9.9,97.5
20120424 8:00,0.666582797,1.956020568,5.305915241,5.654975951,2.774676728,7.857556706,8.333068362,8.6,97.6
20120424 9:00,0.621050645,1.950768929,4.568088003,4.96718506,2.892710949,7.19006944,7.750153236,8.6,97.6
20120424 10:00,0.376199633,1.819477976,4.14735751,4.528915369,2.693313333,6.740743596,7.258895298,8.8,97.6
20120424 11:00,0.294606592,1.669090157,3.830823993,4.178645046,2.492769754,6.554367282,7.012391283,7.6,97.7
20120424 12:00,0.242397829,1.514882965,3.554842813,3.864165863,2.169608101,6.073978719,6.449838509,7.2,97.7
20120424 13:00,0.139777506,1.434198706,3.451209063,3.737347981,1.927236862,5.654993206,5.974377799,7.1,97.7
20120424 14:00,0.069623666,1.397437239,2.982041057,3.293235446,1.943280348,5.230950971,5.580249687,6.7,97.7
20120424 15:00,0.057285863,1.395050131,2.327008174,2.713140599,2.25211746,5.015679104,5.498096936,7,97.7
20120424 16:00,0.128167571,1.539231469,2.172684004,2.662665825,2.709929801,4.949219333,5.642560724,7.1,97.7
20120424 17:00,0.165387657,1.792264942,2.152971062,2.801338612,3.249678519,4.868311785,5.853278578,7.3,97.6
20120424 18:00,0.35630459,2.19425397,2.160856239,3.07961851,3.869644669,4.717332523,6.101424095,7.5,97.6
20120424 19:00,0.470669638,2.488823127,2.230696374,3.342191926,4.197963157,4.665320528,6.275994765,7.6,97.6
20120424 20:00,0.450549944,2.646372271,2.495976243,3.637744301,4.05700967,4.656651862,6.176061368,7.8,97.6
20120424 21:00,0.488821394,2.537520135,2.266179669,3.402143255,4.014036046,4.478944213,6.014434856,7.7,97.7
20120424 22:00,0.674544409,2.650669066,2.444722596,3.605927767,3.969916458,4.558406983,6.044775505,7.6,97.8
20120424 23:00,0.450235434,2.815856956,3.951354549,4.852035982,3.67941476,5.409381008,6.542132364,10.1,97.8
20120425 0:00,0.239486359,2.660217499,3.653970747,4.519763197,3.378599391,4.910210337,5.960293566,9.9,97.9
20120425 1:00,0.321097373,2.482878641,3.623421406,4.392478689,3.16254509,5.060969972,5.967839517,10.3,97.9
20120425 2:00,0.186909169,2.006576212,3.930573224,4.413134256,2.552896303,5.382380398,5.957121644,12.5,97.9
20120425 3:00,0.142077927,2.117276471,4.518058004,4.989559878,2.803523321,6.113359537,6.725541453,12.6,97.9
20120425 4:00,0.221774918,2.189134534,4.434565335,4.945470626,2.865463179,5.905208023,6.563715489,12.7,97.8
20120425 5:00,0.233232091,2.272159728,4.296928935,4.860690085,2.954931862,5.707464085,6.427034199,13.4,97.8
20120425 6:00,0.2309766,2.386258679,3.955368017,4.619433583,3.113796128,5.326669257,6.170018776,13.4,97.8
20120425 7:00,0.314384817,2.355670449,4.05151109,4.686568614,3.171147848,5.590531911,6.427303146,13.4,97.8
20120425 8:00,0.304868624,1.779349366,3.909320545,4.295214929,2.538558373,5.848272462,6.375466211,12,97.9
20120425 9:00,0.285917113,1.414232723,3.259089759,3.552706047,2.169786811,5.539106243,5.948921985,11.8,97.9
20120425 10:00,0.311859746,1.154475537,3.014683947,3.228177979,1.842308487,5.561758026,5.858946398,11.6,97.9
20120425 11:00,0.39696632,0.912682867,2.715628387,2.864895731,1.545800093,5.671343676,5.878234175,9.9,98
20120425 12:00,0.318123001,0.867528814,2.835048204,2.96481105,1.482139684,5.946838326,6.12875388,10.2,98
20120425 13:00,0.166277273,0.690796822,2.420114941,2.516775035,1.21430715,5.4417648,5.575602747,10.3,98
20120425 14:00,0.064609468,0.639816439,1.930797299,2.034046038,1.279114594,4.811188155,4.978319557,9.7,98
20120425 15:00,0.00895906,0.527174071,1.571019798,1.65711065,1.243556527,4.102248588,4.286592623,10,98
20120425 16:00,0,0.518434577,1.665138807,1.743978686,1.101897778,3.52064877,3.689057667,10.2,98
20120425 17:00,0,0.843737969,1.855400889,2.038236056,1.31467266,3.215155813,3.473555974,9.9,98
20120425 18:00,0,1.157874229,1.980386884,2.294036822,1.483860235,2.870481395,3.231331712,9.3,98
20120425 19:00,0,1.12145967,1.837690323,2.152853343,1.490742442,2.688654925,3.07427688,9.4,98
20120425 20:00,0,1.087472749,1.39745625,1.770728932,1.333025211,2.219089599,2.588689796,9.2,98
20120425 21:00,0,1.405493229,0.914716819,1.676937111,1.523432922,1.778910368,2.342086669,8.8,98.1
20120425 22:00,0,1.370535252,0.486627135,1.454363382,1.996011098,1.551780334,2.528256812,8.8,98.1
20120425 23:00,0.064447719,1.480749984,0.722936689,1.647803984,2.342415489,1.717077124,2.904352626,10.6,98.2
20120426 0:00,0.036357428,1.980843258,1.611501092,2.553561392,2.445648586,2.105830687,3.227339444,10.6,98.3
20120426 1:00,0.010306962,1.57767328,2.267591174,2.76243058,1.905869754,2.877052267,3.451053356,10.9,98.2
20120426 2:00,0.009084864,1.619987854,2.80990853,3.243446715,1.947261618,3.536411967,4.037082784,13.1,98.2
20120426 3:00,0.063027929,1.862464626,2.666791705,3.252776119,2.242834502,3.360247161,4.039995988,13.3,98.2
20120426 4:00,0.204548722,2.299873704,2.88127612,3.686620557,2.819988654,3.635247286,4.600799804,13.3,98.1
20120426 5:00,0.189631933,2.183389765,2.877078026,3.61175426,2.685902336,3.644398704,4.527219155,14.2,98.1
20120426 6:00,0.048084181,1.760244026,2.711444154,3.232706054,2.172293439,3.417443527,4.049417124,14.4,98
20120426 7:00,0.035009525,1.491142353,2.590844376,2.989310974,1.871473699,3.351553314,3.83866167,14.4,98
20120426 8:00,0.01121455,1.273388703,1.868772288,2.261377601,1.986904529,3.46869147,3.997450453,12.4,98
20120426 9:00,0.017010532,1.57672239,1.447818,2.140614505,2.902189397,3.43894936,4.499897332,12.5,98.1
20120426 10:00,0.058840444,1.569115276,1.537504544,2.196825658,2.960487796,3.734082605,4.765276581,12.7,98.1
20120426 11:00,0.065346321,1.1626101,1.818013521,2.157970205,2.207272478,4.279049574,4.814801871,10.5,98.1
20120426 12:00,0.038397254,0.65863877,1.853506493,1.967051436,1.191714363,4.486786773,4.642352709,10.3,98.2
20120426 13:00,0.017603609,0.201261016,1.689017556,1.700966284,0.279927399,4.194856525,4.204186082,10.3,98.2
20120426 14:00,0.017235182,-0.154371583,1.426064242,1.434395277,-0.350278297,3.681461949,3.698088286,9,98.2
20120426 15:00,0.015743503,-0.773875963,1.718785855,1.884969184,-0.972322217,3.132376842,3.279816332,9,98.2
20120426 16:00,0.030202006,-1.266436621,1.101284461,1.67829949,-2.032770099,2.590612869,3.292936275,8.6,98.1
20120426 17:00,0,-1.412398129,0.701702285,1.577103222,-3.03317063,2.062576024,3.668016348,8,98.1
20120426 18:00,0,-1.492272831,0.461266019,1.561936151,-3.322330691,1.438906856,3.620543351,8.6,98.1
20120426 19:00,0,-1.621118331,0.368526316,1.662478959,-3.058238942,1.006044763,3.219464473,8.3,98.1
20120426 20:00,0,-1.319210978,0.309371362,1.355001197,-2.907246088,0.921394142,3.049761791,8.2,98.1
20120426 21:00,0.043267676,-1.340130542,0.391425008,1.396124424,-2.920071736,1.028008167,3.095742194,9,98.2
20120426 22:00,0.101955358,-1.709551036,0.434932523,1.764009933,-3.040166438,1.071019834,3.223305052,9.8,98.2
20120426 23:00,0.096401999,-1.889269114,0.207853827,1.900668566,-2.660643859,0.495853184,2.70645453,12.8,98.3
20120427 0:00,0.077549333,-1.958208588,0.75933066,2.100277107,-2.430365182,0.936951553,2.604717476,11.6,98.3
20120427 1:00,0.091648395,-2.009614947,0.870550814,2.190070993,-2.431495507,1.112819715,2.674049012,11.5,98.3
20120427 2:00,0.013523957,-2.163502705,1.033482707,2.397671883,-2.621013754,1.293177967,2.922673837,14.1,98.3
20120427 3:00,0.016363538,-2.309871517,1.039333853,2.532927413,-2.774228181,1.325819491,3.074758417,14.8,98.3
20120427 4:00,0.025816829,-2.373531925,1.12305024,2.625813329,-2.858526882,1.437575218,3.199655988,14.6,98.2
20120427 5:00,0.075177025,-2.531429787,1.121249887,2.768634695,-3.071427251,1.435362233,3.390269915,15.6,98.2
20120427 6:00,0.032196902,-2.541455048,0.846696145,2.678784822,-3.097270648,1.105627515,3.288692395,16,98.2
20120427 7:00,0.007835808,-2.613636928,0.573042579,2.675719677,-3.256022946,0.780318767,3.348220841,16.1,98.2
20120427 8:00,0,-2.043199572,0.192268045,2.052225984,-4.212843967,0.466628188,4.238607808,13.7,98.2
20120427 9:00,0.016624133,-2.315886673,0.181916018,2.32302056,-5.049677785,0.516420343,5.076015731,13.5,98.2
20120427 10:00,0.002614931,-2.505364108,0.168863463,2.511048423,-5.51301298,0.499822958,5.535624185,13.4,98.2
20120427 11:00,0.060314151,-2.330924565,0.262931877,2.345707249,-5.364721105,0.637581255,5.40247558,10.5,98.2
20120427 12:00,0.092097696,-2.146961024,0.404259541,2.184689318,-5.114286279,0.902586171,5.193321282,10.3,98.2
20120427 13:00,0.084765106,-2.03969073,0.415061655,2.081493323,-4.897693996,0.902032924,4.980067256,10.1,98.2
20120427 14:00,0.080559649,-1.884800446,0.353849673,1.917728425,-4.625723005,0.777552536,4.690618431,8.4,98.2
20120427 15:00,0.048910895,-1.818633723,0.19586875,1.829150947,-4.291604797,0.384194509,4.308767475,8.4,98.2
20120427 16:00,0.087613673,-1.966005061,0.005031394,1.966011499,-4.079319747,-0.099342645,4.080529201,8.5,98.2
20120427 17:00,0.094973222,-2.032673047,-0.233065212,2.045990985,-3.972869563,-0.600583675,4.018008625,7.2,98.1
20120427 18:00,0.041245822,-1.967007587,-0.556228469,2.044140151,-3.999328279,-1.273884265,4.197309591,7.2,98.1
20120427 19:00,0.034677043,-1.838182982,-0.984712342,2.085323733,-3.815347903,-2.099327552,4.354773908,7.2,98.1
20120427 20:00,0,-1.699333116,-1.404194453,2.204426252,-3.305863784,-2.831272236,4.35256681,7.2,98.1
20120427 21:00,0,-1.45722306,-1.428049123,2.040299817,-1.719571442,-2.192272909,2.786213641,7.3,98.1
20120427 22:00,0,0.111730301,0.363751612,0.3805245,0.722629606,-0.079979029,0.727042085,7.2,98.1
20120427 23:00,0,0.775903849,0.980822399,1.250615593,1.715139128,1.760670981,2.457979767,11.4,98.1
20120428 0:00,0,0.934302974,2.585836571,2.749449549,1.136739283,3.337975814,3.526224431,11.2,98.1
20120428 1:00,0,-1.103877741,2.3191557,2.568468265,-1.380145765,2.896332256,3.208355166,11,98
20120428 2:00,0,-0.995335875,2.442783385,2.637780159,-1.226915323,3.023393939,3.262856436,15.5,98
20120428 3:00,0,-0.922800686,2.287954428,2.467042069,-1.128224529,2.810868148,3.028839767,16.5,98
20120428 4:00,0,-0.339388157,2.365074555,2.389301565,-0.412716276,2.905408091,2.93457508,16.6,97.9
20120428 5:00,0,0.388572915,2.418057848,2.449079963,0.456671702,2.987090601,3.021797363,16.9,97.9
20120428 6:00,0,0.841004635,2.642353789,2.772962738,1.002068193,3.312308004,3.460567147,16.3,97.8
20120428 7:00,0,0.856659712,3.040317192,3.158701393,1.033233707,4.005096705,4.136226724,16.6,97.8
20120428 8:00,0,0.608265826,1.974175591,2.065758112,1.143611568,4.590488031,4.730795681,14.4,97.8
20120428 9:00,0,0.410490023,2.284422208,2.321009884,0.732616355,5.381598272,5.431236202,14.3,97.9
20120428 10:00,0,-0.190664927,2.634700647,2.641590546,-0.539975457,5.891357643,5.916051755,14.2,98
20120428 11:00,0,-0.705716954,2.363897148,2.466991314,-1.700890845,5.435296959,5.695215773,11.9,98.1
20120428 12:00,0,-1.241120581,2.153141381,2.485236026,-2.864403359,5.029909684,5.788332924,11.7,98.1
20120428 13:00,0,-2.068752308,2.023037961,2.893513212,-4.44085893,4.570823722,6.372884554,11.2,98.2
20120428 14:00,0,-2.810802949,1.55855109,3.213984244,-5.641380491,3.455252398,6.615432184,9.5,98.2
20120428 15:00,0,-2.832720057,0.960428579,2.991107817,-5.858240525,2.397917678,6.330007207,9.8,98.2
20120428 16:00,0,-2.604677771,0.376434946,2.631738885,-5.675143131,1.312599135,5.824960605,9.7,98.2
20120428 17:00,0,-2.400118101,0.229259131,2.411042647,-5.412184109,0.839899421,5.476967032,7.4,98.2
20120428 18:00,0,-2.341672481,0.430595646,2.38093314,-5.227138871,1.114443415,5.344620183,7.4,98.2
20120428 19:00,0,-2.69756456,0.594255152,2.762244331,-5.626447016,1.438148179,5.807338135,6.9,98.2
20120428 20:00,0,-2.5425793,0.396450857,2.573301921,-5.397899915,1.111418137,5.511131805,5.7,98.3
20120428 21:00,0,-2.593197381,0.027333914,2.593341436,-5.177144193,0.338459565,5.188195917,6,98.3
20120428 22:00,0,-3.04197625,-0.380048742,3.065624985,-5.240773783,-0.398951989,5.255936885,6.4,98.4
20120428 23:00,0,-3.081113942,-0.690295359,3.157494387,-4.233088838,-0.868626424,4.321290661,8.9,98.4
20120429 0:00,0,-3.168260536,-0.927542772,3.301243769,-4.119464569,-1.200650703,4.290868263,9,98.5
20120429 1:00,0,-2.994974473,-1.285575986,3.25922962,-3.740773608,-1.63556515,4.082702604,9.4,98.5
20120429 2:00,0,-2.911402538,-1.125882434,3.121518219,-3.55517977,-1.441548694,3.836321915,12.4,98.4
20120429 3:00,0,-2.420313987,-0.956904372,2.602611337,-2.8938176,-1.232668073,3.145417441,13,98.4
20120429 4:00,0,-1.521295097,-0.825683313,1.730922213,-1.728209736,-1.070726917,2.033018697,13.2,98.4
20120429 5:00,0,-1.170044735,-0.740884799,1.38488807,-1.250968437,-0.980759608,1.589594741,13.8,98.3
20120429 6:00,0,-1.58252602,-0.641850038,1.707735365,-1.766015888,-0.878275109,1.972353742,13.8,98.3
20120429 7:00,0,-2.244895667,-0.41097525,2.282204463,-2.761250572,-0.629495943,2.832096373,13.8,98.3
20120429 8:00,0,-2.686751246,-0.123774443,2.689600783,-4.940750702,-0.559086744,4.972282723,10.9,98.3
20120429 9:00,0.12029582,-3.544811613,-0.339175049,3.561001135,-6.482947121,-0.929908521,6.549300209,10.5,98.4
20120429 10:00,0.217183063,-3.448000559,-0.516818652,3.486518231,-6.44955987,-1.117666382,6.545685652,10.9,98.4
20120429 11:00,0.300204881,-3.584115246,-0.735933061,3.658890483,-6.681797662,-1.483794212,6.844564651,7.7,98.4
20120429 12:00,0.399805902,-3.945294947,-0.956904372,4.059682032,-7.135962479,-1.838187176,7.368913935,7.2,98.4
20120429 13:00,0.563728838,-3.918402988,-1.223679261,4.105030196,-6.958224464,-2.345915726,7.343038083,7.2,98.4
20120429 14:00,0.800645196,-3.906405037,-1.634054553,4.234398965,-6.818783591,-3.10007647,7.490412791,5,98.4
20120429 15:00,0.67009633,-3.666446014,-1.908876015,4.133598192,-6.464780528,-3.797909855,7.497833457,5.1,98.4
20120429 16:00,0.589653499,-3.557637009,-2.071045437,4.116553205,-6.174606035,-4.185942769,7.459750435,5.1,98.3
20120429 17:00,0.558382157,-3.397940142,-2.097042062,3.9929416,-5.88492253,-4.384653172,7.338766697,3.8,98.3
20120429 18:00,0.417544301,-3.069030792,-2.266639091,3.815311622,-5.172497505,-4.579451954,6.908408691,3.5,98.2
20120429 19:00,0.405808562,-2.469546959,-2.396622215,3.441287582,-4.132091834,-4.927586322,6.430807872,3.2,98.2
20120429 20:00,0.374393444,-2.361151676,-2.681966121,3.573230962,-3.732426796,-5.471301796,6.623152809,2,98.2
20120429 21:00,0.548317818,-2.997870531,-2.88993912,4.164009586,-4.714404777,-5.936002503,7.58035211,2.5,98.2
20120429 22:00,0.484157651,-2.903128089,-3.265033278,4.369049669,-4.516045225,-6.186346318,7.659343656,2.9,98.3
20120429 23:00,0.282116028,-2.451343171,-4.14272885,4.813656164,-3.301829451,-6.367845585,7.172972544,6.6,98.3
20120430 0:00,0.175451997,-1.950325281,-4.661423413,5.052982974,-2.466166189,-6.370192558,6.830909815,7.2,98.3
20120430 1:00,0.113861831,-1.341313369,-4.32260473,4.525928988,-1.627514504,-5.647353199,5.877193345,8,98.2
20120430 2:00,0.099879587,-0.974352087,-4.244277653,4.354681938,-1.150373879,-5.450746116,5.570816213,13.4,98.2
20120430 3:00,0.152384889,-0.564756298,-4.193888896,4.231743583,-0.626417673,-5.345598657,5.382176521,13.8,98.2
20120430 4:00,0.20965278,-0.148689201,-4.300154294,4.302724187,-0.080708773,-5.484965703,5.485559467,13.4,98.1
20120430 5:00,0.080505733,0.210278112,-4.142003444,4.147337629,0.403052237,-5.290847318,5.306177197,14.2,98
20120430 6:00,0.114868265,0.293263132,-3.693992519,3.705615197,0.551065136,-4.761999152,4.793778125,13.9,97.9
20120430 7:00,0.052595162,-0.05542622,-3.021477232,3.021985561,0.194510101,-4.234395335,4.238860464,14.1,97.9
20120430 8:00,0.047554006,-0.87271447,-2.036651434,2.215757119,-0.962638668,-4.808662225,4.90407031,12.2,97.9
20120430 9:00,0.326120556,-1.398032488,-2.508609491,2.871866365,-1.760395094,-5.788586768,6.050349383,11.7,98
20120430 10:00,0.425416053,-1.476449526,-3.051910045,3.390288797,-1.950021844,-6.726825631,7.003768147,11.6,98
20120430 11:00,0.531361202,-1.292968885,-3.420596096,3.656808197,-1.65446893,-7.241985961,7.428568375,10.7,98
20120430 12:00,0.647038209,-1.125476183,-3.629135703,3.799647693,-1.274269661,-7.618401421,7.724234808,11.1,98
20120430 13:00,0.48883038,-1.144509445,-3.994329464,4.155065551,-1.232182926,-8.160937421,8.253434095,10.8,98
20120430 14:00,0.431930916,-0.966738782,-4.328092614,4.434745714,-0.922443472,-8.590237697,8.639623004,10.4,98
20120430 15:00,0.675254304,-0.619952757,-4.369501197,4.413262073,-0.233923403,-8.643122513,8.646287465,10.4,97.9
20120430 16:00,0.78125337,-0.28687068,-4.265231393,4.274867673,0.432843971,-8.545441146,8.556396337,10.2,97.9
20120430 17:00,0.752525071,0.187057533,-4.00281074,4.0071791,1.391381182,-8.20697832,8.324087622,10,97.8
20120430 18:00,0.776787319,0.643475144,-3.90452772,3.957195595,2.302629927,-8.021570375,8.345519508,10.1,97.8
20120430 19:00,0.799486,1.02452104,-4.041225931,4.169070686,2.994933073,-8.118629568,8.653425343,10,97.8
20120430 20:00,0.893237123,1.29669668,-4.321606933,4.511951769,3.301835219,-8.406696274,9.031869024,10.3,97.7
20120430 21:00,0.950370224,1.467234704,-4.47726329,4.711545844,3.472073697,-8.543574623,9.222145255,10.2,97.8
20120430 22:00,0.965664426,1.620642792,-4.753653104,5.022320269,3.497609469,-8.569705944,9.255978175,10.2,97.8
20120430 23:00,0.959886417,2.076679738,-4.874885459,5.298783537,3.830520271,-8.070099971,8.93305094,12.7,97.9
20120501 0:00,0.880665684,2.786239728,-4.939243376,5.670913237,4.264628391,-7.257540319,8.417775645,12.3,97.9
20120501 1:00,0.841046332,5.143736252,-3.340273129,6.133143338,6.946340674,-4.428609744,8.237975056,12.6,97.8
20120501 2:00,0.761681823,6.223183375,-1.352144881,6.368383397,8.139680528,-2.008313302,8.383777277,17.7,97.8
20120501 3:00,0.583156608,5.250155375,-0.990224031,5.342721694,6.909433256,-1.379841542,7.045866206,19.1,97.7
20120501 4:00,0.5275062,4.667082765,-0.729304348,4.723721665,6.075940729,-1.027244399,6.162165755,19.3,97.6
20120501 5:00,0.517846231,4.443453768,-0.37048441,4.458872065,5.836481885,-0.485833661,5.856667579,20.6,97.6
20120501 6:00,0.385958449,4.660757153,0.881398484,4.743365949,6.209510433,1.130780711,6.311630917,20.8,97.5
20120501 7:00,0.243669351,4.886990814,1.756741937,5.193151399,6.73851676,2.453564131,7.171302885,21.2,97.6
20120501 8:00,0.340965458,4.713966715,1.869703769,5.071220206,6.843087778,2.787116675,7.388901792,18.1,97.6
20120501 9:00,0.44949858,3.893125504,2.151886856,4.448262945,5.807043825,3.473810495,6.766765648,17.4,97.6
20120501 10:00,0.649338629,3.382239293,2.93375993,4.477330673,4.658959495,4.890728646,6.754637685,17.3,97.7
20120501 11:00,0.371410086,2.831166839,4.118751699,4.997961707,3.588204994,6.457827061,7.387742918,13.6,97.8
20120501 12:00,0.284057007,2.387629793,4.942265606,5.488785416,2.958582015,7.531942433,8.092179209,13.5,97.9
20120501 13:00,0.291533374,2.135349493,5.325006873,5.7371958,2.67430702,8.232239538,8.655731387,13.7,97.9
20120501 14:00,0.30844506,1.791161769,5.38038032,5.67069245,2.16023941,8.273049392,8.550437448,11.6,98
20120501 15:00,0.185884763,1.332368834,5.176163047,5.34489201,1.465149701,7.85080343,7.986349488,11.3,98
20120501 16:00,0.175703605,0.657016705,4.885120208,4.929104422,0.429105748,7.340408183,7.352939822,11.4,98
20120501 17:00,0.315454153,0.184084167,4.695078538,4.698685928,-0.326178203,7.057459858,7.064993408,10,98.1
20120501 18:00,0.259686927,-0.277685526,4.286643991,4.295628704,-0.900000681,6.827836409,6.88689707,9.9,98.1
20120501 19:00,0.313468243,-0.707827158,4.095273358,4.155993643,-1.305103533,6.349000782,6.481751782,9.7,98.1
20120501 20:00,0.325545451,-0.953037656,4.144001991,4.252179827,-1.587621031,6.163451977,6.364643023,8.3,98.2
20120501 21:00,0.510253046,-1.302062613,3.85340214,4.067440855,-2.126293587,5.768956716,6.14833197,8.3,98.2
20120501 22:00,0.515518853,-2.003833476,3.657601631,4.170539329,-3.081053345,5.43486004,6.247446948,8.3,98.3
20120501 23:00,0.475324395,-2.899837844,4.283986066,5.173161135,-3.992754449,5.860914922,7.091714307,9.1,98.4
20120502 0:00,0.8481363,-3.274537345,4.702609326,5.730369037,-4.389948568,6.265748679,7.650572197,8.7,98.4
20120502 1:00,0.80862478,-3.628948612,5.365176975,6.477221009,-4.812784496,7.095221399,8.573509276,9.2,98.5
20120502 2:00,0.725306423,-3.404941601,5.306584864,6.305035307,-4.478741708,6.954793853,8.272139072,11.4,98.4
20120502 3:00,0.690584451,-2.920355007,5.033765348,5.819559,-3.796240594,6.55065001,7.571159634,12.1,98.4
20120502 4:00,0.688805219,-2.294049693,4.949081438,5.454912563,-2.947712261,6.424596937,7.068553839,12,98.4
20120502 5:00,0.601550987,-1.917934026,5.012708808,5.367096098,-2.467028665,6.537381265,6.987387512,11.8,98.4
